,0,label
922,"[1, 118, 0]",411
923,"[1, 118, 0]",411
924,"[1, 118, 0]",411
925,"[1, 118, 0]",411
926,"[1, 118, 0]",411
927,"[1, 118, 0]",411
928,"[1, 118, 0]",411
929,"[1, 64, 0]",411
930,"[1, 118, 0]",411
931,"[1, 118, 0]",411
932,"[1, 118, 0]",411
933,"[1, 118, 0]",411
934,"[1, 118, 0]",411
935,"[1, 118, 0]",411
936,"[1, 118, 0]",411
937,"[1, 118, 0]",411
938,"[1, 118, 0]",411
939,"[1, 118, 0]",411
940,"[1, 118, 0]",411
941,"[1, 118, 0]",411
942,"[1, 118, 0]",411
943,"[1, 118, 0]",411
944,"[1, 118, 0]",411
945,"[1, 118, 0]",411
946,"[1, 118, 0]",411
947,"[1, 118, 0]",411
948,"[1, 118, 0]",411
949,"[1, 118, 0]",411
950,"[1, 118, 0]",411
951,"[1, 118, 0]",411
952,"[1, 118, 0]",411
953,"[1, 118, 0]",411
954,"[1, 118, 0]",411
955,"[1, 118, 0]",411
956,"[1, 118, 0]",411
957,"[1, 118, 0]",411
958,"[1, 118, 0]",411
959,"[1, 118, 0]",411
960,"[1, 118, 0]",411
961,"[1, 118, 0]",411
962,"[1, 118, 0]",411
963,"[1, 118, 0]",411
964,"[1, 118, 0]",411
965,"[1, 118, 0]",411
966,"[1, 118, 0]",411
967,"[1, 118, 0]",411
968,"[1, 118, 0]",411
969,"[1, 118, 0]",411
970,"[1, 64, 0]",411
971,"[1, 118, 0]",411
972,"[1, 118, 0]",411
973,"[1, 118, 0]",411
974,"[1, 118, 0]",411
975,"[1, 118, 0]",411
976,"[1, 118, 0]",411
977,"[1, 118, 0]",411
978,"[1, 118, 0]",411
979,"[1, 118, 0]",411
980,"[1, 118, 0]",411
981,"[1, 118, 0]",411
982,"[1, 118, 0]",411
983,"[1, 118, 0]",411
984,"[1, 118, 0]",411
985,"[1, 118, 0]",411
986,"[1, 118, 0]",411
987,"[1, 118, 0]",411
988,"[1, 118, 0]",411
989,"[1, 118, 0]",411
990,"[1, 118, 0]",411
991,"[1, 118, 0]",411
992,"[1, 118, 0]",411
993,"[1, 118, 0]",411
994,"[1, 118, 0]",411
995,"[1, 118, 0]",411
996,"[1, 118, 0]",411
997,"[1, 118, 0]",411
998,"[1, 118, 0]",411
999,"[1, 118, 0]",411
1000,"[1, 64, 0]",420
1001,"[1, 64, 0]",420
1002,"[1, 64, 0]",420
1003,"[1, 64, 0]",420
1004,"[1, 129, 0]",420
1005,"[1, 64, 0]",420
1006,"[1, 64, 0]",420
1007,"[1, 64, 0]",420
1008,"[1, 64, 0]",420
1009,"[1, 105, 0]",420
1010,"[1, 64, 0]",420
1011,"[1, 64, 0]",420
1012,"[1, 64, 0]",420
1013,"[1, 64, 0]",420
1014,"[1, 64, 0]",420
1015,"[1, 64, 0]",420
1016,"[1, 64, 0]",420
1017,"[1, 64, 0]",420
1018,"[1, 64, 0]",420
1019,"[1, 64, 0]",420
1020,"[1, 64, 0]",420
1021,"[1, 64, 0]",420
1022,"[1, 64, 0]",420
1023,"[1, 64, 0]",420
1024,"[1, 64, 0]",420
1025,"[1, 64, 0]",420
1026,"[1, 64, 0]",420
1027,"[1, 64, 0]",420
1028,"[1, 64, 0]",420
1029,"[1, 64, 0]",420
1030,"[1, 64, 0]",420
1031,"[1, 64, 0]",420
1032,"[1, 64, 0]",420
1033,"[1, 64, 0]",420
1034,"[1, 64, 0]",420
1035,"[1, 64, 0]",420
1036,"[1, 64, 0]",420
1037,"[1, 64, 0]",420
1038,"[1, 64, 0]",420
1039,"[1, 64, 0]",420
1040,"[1, 105, 0]",420
1041,"[1, 64, 0]",420
1042,"[1, 64, 0]",420
1043,"[1, 64, 0]",420
1044,"[1, 64, 0]",420
1045,"[1, 64, 0]",420
1046,"[1, 64, 0]",420
1047,"[1, 64, 0]",420
1048,"[1, 64, 0]",420
1049,"[1, 64, 0]",420
1050,"[1, 64, 0]",420
1051,"[1, 64, 0]",420
1052,"[1, 64, 0]",420
1053,"[1, 64, 0]",420
1054,"[1, 64, 0]",420
1055,"[1, 64, 0]",420
1056,"[1, 64, 0]",420
1057,"[1, 64, 0]",420
1058,"[1, 64, 0]",420
1059,"[1, 64, 0]",420
1060,"[1, 64, 0]",420
1061,"[1, 64, 0]",420
1062,"[1, 64, 0]",420
1063,"[1, 64, 0]",420
1064,"[1, 64, 0]",420
1065,"[1, 64, 0]",420
1066,"[1, 64, 0]",420
1067,"[1, 64, 0]",420
1068,"[1, 64, 0]",420
1069,"[1, 64, 0]",420
1070,"[1, 64, 0]",420
1071,"[1, 64, 0]",420
1072,"[1, 64, 0]",420
1073,"[1, 64, 0]",420
1074,"[1, 64, 0]",420
1075,"[1, 64, 0]",420
1076,"[1, 64, 0]",420
1077,"[1, 64, 0]",420
1078,"[1, 64, 0]",420
1079,"[1, 64, 0]",420
1080,"[1, 64, 0]",420
1081,"[1, 64, 0]",420
1082,"[1, 64, 0]",420
1083,"[1, 64, 0]",420
1084,"[1, 64, 0]",420
1085,"[1, 64, 0]",420
1086,"[1, 64, 0]",420
1087,"[1, 64, 0]",420
1088,"[1, 64, 0]",420
1089,"[1, 64, 0]",420
1090,"[1, 64, 0]",420
1091,"[1, 64, 0]",420
1092,"[1, 64, 0]",420
1093,"[1, 64, 0]",420
1094,"[1, 64, 0]",420
1095,"[1, 64, 0]",420
1096,"[1, 64, 0]",420
1097,"[1, 64, 0]",420
1098,"[1, 64, 0]",420
1099,"[1, 64, 0]",420
1100,"[1, 64, 0]",421
1101,"[1, 64, 0]",421
1102,"[1, 64, 0]",421
1103,"[1, 64, 0]",421
1104,"[1, 64, 0]",421
1105,"[1, 64, 0]",421
1106,"[1, 64, 0]",421
1107,"[1, 64, 0]",421
1108,"[1, 64, 0]",421
1109,"[1, 64, 0]",421
1110,"[1, 64, 0]",421
1111,"[1, 64, 0]",421
1112,"[1, 64, 0]",421
1113,"[1, 64, 0]",421
1114,"[1, 64, 0]",421
1115,"[1, 64, 0]",421
1116,"[1, 105, 0]",421
1117,"[1, 64, 0]",421
1118,"[1, 64, 0]",421
1119,"[1, 64, 0]",421
1120,"[1, 64, 0]",421
1121,"[1, 64, 0]",421
1122,"[1, 64, 0]",421
1123,"[1, 64, 0]",421
1124,"[1, 64, 0]",421
1125,"[1, 64, 0]",421
1126,"[1, 64, 0]",421
1127,"[1, 64, 0]",421
1128,"[1, 64, 0]",421
1129,"[1, 64, 0]",421
1130,"[1, 64, 0]",421
1131,"[1, 64, 0]",421
1132,"[1, 64, 0]",421
1133,"[1, 64, 0]",421
1134,"[1, 64, 0]",421
1135,"[1, 64, 0]",421
1136,"[1, 64, 0]",421
1137,"[1, 64, 0]",421
1138,"[1, 64, 0]",421
1139,"[1, 64, 0]",421
1140,"[1, 64, 0]",421
1141,"[1, 64, 0]",421
1142,"[1, 64, 0]",421
1143,"[1, 64, 0]",421
1144,"[1, 64, 0]",421
1145,"[1, 64, 0]",421
1146,"[1, 64, 0]",421
1147,"[1, 64, 0]",421
1148,"[1, 64, 0]",421
1149,"[1, 64, 0]",421
1150,"[1, 64, 0]",421
1151,"[1, 64, 0]",421
1152,"[1, 105, 0]",421
1153,"[1, 64, 0]",421
1154,"[1, 105, 0]",421
1155,"[1, 64, 0]",421
1156,"[1, 105, 0]",421
1157,"[1, 64, 0]",421
1158,"[1, 64, 0]",421
1159,"[1, 64, 0]",421
1160,"[1, 64, 0]",421
1161,"[1, 64, 0]",421
1162,"[1, 64, 0]",421
1163,"[1, 64, 0]",421
1164,"[1, 64, 0]",421
1165,"[1, 64, 0]",421
1166,"[1, 64, 0]",421
1167,"[1, 64, 0]",421
1168,"[1, 64, 0]",421
1169,"[1, 64, 0]",421
1170,"[1, 64, 0]",421
1171,"[1, 64, 0]",421
1172,"[1, 64, 0]",421
1173,"[1, 64, 0]",421
1174,"[1, 64, 0]",421
1175,"[1, 64, 0]",421
1176,"[1, 105, 0]",421
1177,"[1, 64, 0]",421
1178,"[1, 64, 0]",421
1179,"[1, 64, 0]",421
1180,"[1, 105, 0]",421
1181,"[1, 64, 0]",421
1182,"[1, 64, 0]",421
1183,"[1, 105, 0]",421
1184,"[1, 64, 0]",421
1185,"[1, 64, 0]",421
1186,"[1, 64, 0]",421
1187,"[1, 64, 0]",421
1188,"[1, 105, 0]",421
1189,"[1, 64, 0]",421
1190,"[1, 64, 0]",421
1191,"[1, 64, 0]",421
1192,"[1, 64, 0]",421
1193,"[1, 64, 0]",421
1194,"[1, 64, 0]",421
1195,"[1, 105, 0]",421
1196,"[1, 64, 0]",421
1197,"[1, 64, 0]",421
1198,"[1, 64, 0]",421
1199,"[1, 64, 0]",421
1200,"[1, 99, 0]",430
1201,"[1, 99, 0]",430
1202,"[1, 99, 0]",430
1203,"[1, 99, 0]",430
1204,"[1, 99, 0]",430
1205,"[1, 99, 0]",430
1206,"[1, 99, 0]",430
1207,"[1, 99, 0]",430
1208,"[1, 99, 0]",430
1209,"[1, 99, 0]",430
1210,"[1, 99, 0]",430
1211,"[1, 99, 0]",430
1212,"[1, 99, 0]",430
1213,"[1, 99, 0]",430
1214,"[1, 99, 0]",430
1215,"[1, 64, 0]",430
1216,"[1, 99, 0]",430
1217,"[1, 99, 0]",430
1218,"[1, 99, 0]",430
1219,"[1, 99, 0]",430
1220,"[1, 99, 0]",430
1221,"[1, 99, 0]",430
1222,"[1, 99, 0]",430
1223,"[1, 99, 0]",430
1224,"[1, 99, 0]",430
1225,"[1, 64, 0]",430
1226,"[1, 99, 0]",430
1227,"[1, 99, 0]",430
1228,"[1, 99, 0]",430
1229,"[1, 99, 0]",430
