,0,label
287,"[0, 40, 0]",220
288,"[0, 40, 0]",220
289,"[0, 40, 0]",220
290,"[0, 40, 0]",220
291,"[0, 40, 0]",220
292,"[0, 40, 0]",220
293,"[0, 40, 0]",220
294,"[0, 40, 0]",220
295,"[0, 40, 0]",220
296,"[0, 40, 0]",220
297,"[0, 40, 0]",220
298,"[1, 160, 0]",220
299,"[0, 552, 0]",220
300,"[1, 20, 0]",221
301,"[1, 20, 0]",221
302,"[1, 140, 0]",221
303,"[1, 145, 0]",221
304,"[1, 159, 0]",221
305,"[1, 20, 0]",221
306,"[1, 133, 0]",221
307,"[1, 133, 0]",221
308,"[1, 20, 0]",221
309,"[1, 133, 0]",221
310,"[1, 78, 0]",221
311,"[1, 133, 0]",221
312,"[1, 140, 0]",221
313,"[1, 1380, 0]",221
314,"[1, 32, 0]",221
315,"[1, 140, 0]",221
316,"[1, 20, 0]",221
317,"[1, 133, 0]",221
318,"[1, 32, 0]",221
319,"[1, 20, 0]",221
320,"[1, 133, 0]",221
321,"[1, 20, 0]",221
322,"[1, 1380, 0]",221
323,"[1, 140, 0]",221
324,"[1, 192, 0]",221
325,"[1, 182, 0]",221
326,"[0, 40, 0]",221
327,"[0, 40, 0]",221
328,"[0, 40, 0]",221
329,"[0, 40, 0]",221
330,"[0, 40, 0]",221
331,"[0, 40, 0]",221
332,"[0, 40, 0]",221
333,"[0, 40, 0]",221
334,"[0, 40, 0]",221
335,"[0, 40, 0]",221
336,"[0, 40, 0]",221
337,"[1, 40, 0]",221
338,"[0, 40, 0]",221
339,"[0, 40, 0]",221
340,"[0, 40, 0]",221
341,"[0, 40, 0]",221
342,"[1, 52, 0]",221
343,"[1, 40, 0]",221
344,"[0, 1431, 0]",221
345,"[0, 40, 0]",221
346,"[0, 40, 0]",221
347,"[1, 40, 0]",221
348,"[0, 40, 0]",221
349,"[0, 40, 0]",221
350,"[0, 552, 0]",221
351,"[0, 40, 0]",221
352,"[1, 40, 0]",221
353,"[0, 40, 0]",221
354,"[0, 40, 0]",221
355,"[0, 40, 0]",221
356,"[0, 40, 0]",221
357,"[0, 40, 0]",221
358,"[0, 40, 0]",221
359,"[0, 561, 0]",221
360,"[0, 40, 0]",221
361,"[0, 40, 0]",221
362,"[0, 552, 0]",221
363,"[0, 212, 0]",221
364,"[0, 40, 0]",221
365,"[0, 40, 0]",221
366,"[0, 40, 0]",221
367,"[0, 40, 0]",221
368,"[1, 40, 0]",221
369,"[0, 40, 0]",221
370,"[0, 40, 0]",221
371,"[0, 40, 0]",221
372,"[1, 40, 0]",221
373,"[0, 40, 0]",221
374,"[0, 40, 0]",221
375,"[0, 40, 0]",221
376,"[0, 40, 0]",221
377,"[0, 212, 0]",221
378,"[0, 40, 0]",221
379,"[0, 40, 0]",221
380,"[1, 52, 0]",221
381,"[0, 40, 0]",221
382,"[1, 40, 0]",221
383,"[0, 40, 0]",221
384,"[0, 40, 0]",221
385,"[0, 40, 0]",221
386,"[0, 40, 0]",221
387,"[0, 40, 0]",221
388,"[0, 212, 0]",221
389,"[0, 561, 0]",221
390,"[0, 40, 0]",221
391,"[0, 40, 0]",221
392,"[0, 40, 0]",221
393,"[0, 40, 0]",221
394,"[0, 40, 0]",221
395,"[0, 40, 0]",221
396,"[0, 40, 0]",221
397,"[0, 40, 0]",221
398,"[0, 40, 0]",221
399,"[1, 40, 0]",221
400,"[1, 60, 0]",310
401,"[1, 60, 0]",310
402,"[1, 60, 0]",310
403,"[1, 118, 0]",310
404,"[1, 118, 0]",310
405,"[1, 60, 0]",310
406,"[1, 118, 0]",310
407,"[1, 118, 0]",310
408,"[1, 118, 0]",310
409,"[1, 118, 0]",310
410,"[1, 60, 0]",310
411,"[1, 60, 0]",310
412,"[1, 60, 0]",310
413,"[1, 60, 0]",310
414,"[1, 60, 0]",310
415,"[1, 60, 0]",310
416,"[1, 60, 0]",310
417,"[1, 60, 0]",310
418,"[1, 60, 0]",310
419,"[1, 60, 0]",310
420,"[1, 60, 0]",310
421,"[1, 60, 0]",310
422,"[1, 60, 0]",310
423,"[1, 60, 0]",310
424,"[1, 60, 0]",310
425,"[1, 60, 0]",310
426,"[1, 60, 0]",310
427,"[1, 60, 0]",310
428,"[1, 60, 0]",310
429,"[1, 60, 0]",310
430,"[1, 60, 0]",310
