,0,1,2,3,4,label
448,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 654, 55]","[0, 52, 110]",310
449,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 113]",310
450,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 654, 59]","[0, 52, 117]",310
451,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 112]",310
452,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 111]",310
453,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 654, 59]","[0, 52, 117]",310
454,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 114]",310
455,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 654, 57]","[0, 52, 114]",310
456,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 112]",310
457,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 654, 60]","[0, 52, 118]",310
458,"[1, 60, 0]","[1, 52, 58]","[1, 654, 58]","[1, 52, 120]","[1, 52, 121]",310
459,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 654, 60]","[0, 52, 118]",310
460,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 112]",310
461,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 112]",310
462,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 725, 57]","[0, 52, 114]",310
463,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 55]","[0, 52, 110]",310
464,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 113]",310
465,"[1, 60, 0]","[1, 52, 60]","[1, 654, 61]","[1, 52, 124]","[1, 52, 125]",310
466,"[1, 60, 0]","[1, 52, 56]","[1, 725, 56]","[1, 52, 117]","[1, 116, 122]",310
467,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 725, 57]","[0, 52, 112]",310
468,"[1, 60, 0]","[1, 52, 56]","[1, 654, 56]","[1, 52, 118]","[1, 52, 119]",310
469,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]",310
470,"[1, 60, 0]","[0, 60, 55]","[1, 52, 56]","[1, 654, 56]","[0, 52, 111]",310
471,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 654, 58]","[0, 52, 114]",310
472,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]",310
473,"[1, 60, 0]","[1, 52, 59]","[1, 654, 59]","[1, 52, 123]","[1, 52, 124]",310
474,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 654, 60]","[0, 52, 119]",310
475,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 55]","[0, 52, 110]",310
476,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 725, 56]","[0, 52, 111]",310
477,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 654, 60]","[0, 52, 118]",310
478,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 654, 60]","[0, 52, 118]",310
479,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 654, 58]","[0, 52, 114]",310
480,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 654, 60]","[0, 52, 119]",310
481,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 654, 55]","[0, 52, 110]",310
482,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 725, 59]","[0, 52, 117]",310
483,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]",310
484,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 654, 58]","[0, 52, 114]",310
485,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 654, 58]","[0, 52, 115]",310
486,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 112]",310
487,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 654, 60]","[0, 52, 119]",310
488,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 654, 60]","[0, 52, 120]",310
489,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 112]",310
490,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 112]",310
491,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 654, 58]","[0, 52, 116]",310
492,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 111]",310
493,"[1, 60, 0]","[1, 52, 60]","[1, 654, 60]","[1, 52, 123]","[1, 52, 125]",310
494,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 112]",310
495,"[1, 60, 0]","[1, 52, 57]","[1, 654, 57]","[1, 52, 116]","[1, 52, 117]",310
496,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 654, 55]","[0, 52, 109]",310
497,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 113]",310
498,"[1, 60, 0]","[1, 52, 57]","[1, 654, 58]","[1, 52, 119]","[1, 116, 128]",310
499,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 112]",310
500,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 64]","[0, 52, 128]",311
501,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 1876, 73]","[0, 52, 146]",311
502,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 1876, 72]","[0, 52, 144]",311
503,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 64]","[0, 52, 129]",311
504,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 1947, 73]","[0, 52, 146]",311
505,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 64]","[0, 52, 127]",311
506,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]",311
507,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]",311
508,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1876, 60]","[0, 52, 116]",311
509,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 64]","[0, 52, 127]",311
510,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 65]","[0, 52, 128]",311
511,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",311
512,"[1, 60, 0]","[0, 60, 76]","[1, 52, 76]","[1, 1876, 77]","[0, 52, 147]",311
513,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]",311
514,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 1876, 66]","[0, 52, 130]",311
515,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 64]","[0, 52, 126]",311
516,"[1, 60, 0]","[0, 60, 12]","[1, 52, 12]","[1, 2438, 13]","[0, 52, 30]",311
517,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 1947, 73]","[0, 52, 150]",311
518,"[1, 118, 0]","[0, 133, 220]","[0, 1443, 220]","[0, 1451, 220]","[0, 477, 220]",311
519,"[1, 118, 0]","[0, 133, 77]","[0, 1451, 78]","[0, 1451, 78]","[0, 415, 78]",311
520,"[1, 118, 0]","[0, 133, 99]","[1, 52, 99]","[0, 1451, 104]","[0, 1451, 105]",311
521,"[1, 118, 0]","[1, 118, 291]","[1, 118, 591]","[0, 134, 672]","[1, 52, 673]",311
522,"[1, 118, 0]","[0, 216, 83]","[1, 52, 83]","[0, 1451, 83]","[1, 52, 83]",311
523,"[1, 118, 0]","[0, 133, 79]","[1, 52, 79]","[0, 1451, 83]","[1, 52, 83]",311
524,"[1, 266, 0]","[0, 52, 16]","[0, 1451, 52]","[0, 466, 52]","[0, 208, 52]",311
525,"[1, 118, 0]","[0, 133, 20]","[1, 52, 20]","[0, 1443, 20]","[1, 52, 20]",311
526,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1947, 55]","[0, 52, 110]",311
527,"[1, 60, 0]","[0, 60, 51]","[1, 52, 51]","[1, 1876, 52]","[0, 52, 104]",311
528,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1876, 55]","[0, 52, 109]",311
529,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1876, 60]","[0, 52, 123]",311
530,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1876, 57]","[0, 52, 114]",311
531,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 111]",311
532,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1947, 55]","[0, 52, 109]",311
533,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1876, 60]","[0, 52, 120]",311
534,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",311
535,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]",311
536,"[1, 60, 0]","[1, 52, 56]","[1, 1876, 57]","[1, 52, 118]","[1, 52, 118]",311
537,"[1, 60, 0]","[1, 52, 59]","[1, 1876, 59]","[1, 52, 124]","[1, 52, 126]",311
538,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1876, 58]","[0, 52, 115]",311
539,"[1, 60, 0]","[1, 52, 55]","[1, 1876, 55]","[1, 52, 116]","[1, 116, 128]",311
540,"[1, 60, 0]","[1, 52, 60]","[1, 1876, 61]","[1, 52, 129]","[1, 52, 130]",311
541,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 111]",311
542,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 112]",311
543,"[1, 60, 0]","[1, 52, 56]","[1, 1876, 57]","[1, 52, 122]","[1, 52, 124]",311
544,"[1, 60, 0]","[1, 52, 56]","[1, 1876, 57]","[1, 52, 117]","[1, 52, 118]",311
545,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",311
546,"[1, 60, 0]","[1, 52, 60]","[1, 1947, 60]","[1, 52, 124]","[1, 52, 125]",311
547,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]",311
548,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]",311
549,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]",311
550,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1947, 56]","[0, 52, 112]",311
551,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",311
552,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1876, 59]","[0, 52, 118]",311
553,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1947, 55]","[0, 52, 110]",311
554,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 55]","[0, 52, 110]",311
555,"[1, 60, 0]","[1, 52, 56]","[1, 1876, 57]","[1, 52, 119]","[1, 52, 119]",311
556,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1876, 60]","[0, 52, 119]",311
557,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 110]",311
558,"[1, 60, 0]","[1, 52, 59]","[1, 1947, 60]","[1, 52, 120]","[1, 52, 120]",311
559,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]",311
560,"[1, 60, 0]","[1, 52, 55]","[1, 1876, 55]","[1, 52, 118]","[1, 52, 118]",311
561,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 58]","[0, 52, 113]",311
562,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 111]",311
563,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 114]",311
564,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]",311
565,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1876, 61]","[0, 52, 121]",311
566,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 114]",311
567,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 55]","[0, 52, 111]",311
568,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]",311
569,"[1, 60, 0]","[0, 60, 54]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 110]",311
570,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1947, 56]","[0, 52, 111]",311
571,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",311
572,"[1, 60, 0]","[1, 52, 59]","[1, 1876, 60]","[1, 52, 127]","[1, 116, 134]",311
573,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 113]",311
574,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1947, 58]","[0, 52, 113]",311
575,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1876, 59]","[0, 52, 117]",311
576,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 113]",311
577,"[1, 60, 0]","[1, 52, 56]","[1, 1876, 57]","[1, 52, 118]","[1, 52, 119]",311
578,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 111]",311
579,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1876, 55]","[0, 52, 110]",311
580,"[1, 60, 0]","[1, 52, 58]","[1, 1876, 59]","[1, 52, 121]","[1, 116, 127]",311
581,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 114]",311
582,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]",311
583,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1947, 56]","[0, 52, 112]",311
584,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1876, 59]","[0, 52, 118]",311
585,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1876, 60]","[0, 52, 120]",311
586,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 63]","[0, 52, 118]",311
587,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 114]",311
588,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1947, 60]","[0, 52, 119]",311
589,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 115]",311
590,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",311
591,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1947, 56]","[0, 52, 111]",311
592,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 55]","[0, 52, 110]",311
593,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 112]",311
594,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1876, 59]","[0, 52, 119]",311
595,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 111]",311
596,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 114]",311
597,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",311
598,"[1, 60, 0]","[1, 52, 56]","[1, 1876, 57]","[1, 52, 118]","[1, 52, 119]",311
599,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1876, 58]","[0, 52, 115]",311
600,"[1, 270, 0]","[1, 91, 1]","[0, 52, 6]","[0, 91, 6]","[1, 52, 6]",320
601,"[1, 105, 0]","[0, 133, 23]","[0, 3212, 23]","[1, 52, 23]","[1, 52, 23]",320
602,"[1, 270, 0]","[1, 91, 0]","[0, 52, 5]","[0, 91, 5]","[1, 52, 5]",320
603,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 804, 59]","[0, 52, 131]",320
604,"[1, 105, 0]","[0, 133, 76]","[0, 1443, 76]","[0, 1876, 76]","[0, 83, 76]",320
605,"[1, 105, 0]","[1, 91, 35]","[0, 52, 102]","[0, 91, 102]","[0, 133, 115]",320
606,"[1, 105, 0]","[1, 91, 6]","[0, 133, 83]","[1, 52, 83]","[0, 3213, 84]",320
607,"[1, 105, 0]","[1, 91, 0]","[0, 52, 55]","[0, 52, 56]","[0, 91, 56]",320
608,"[1, 270, 0]","[0, 52, 56]","[0, 208, 73]","[1, 52, 73]","[0, 1443, 73]",320
609,"[1, 105, 0]","[0, 133, 91]","[1, 52, 91]","[0, 1443, 92]","[0, 1443, 92]",320
610,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 629, 64]","[0, 52, 127]",320
611,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
612,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 661, 63]","[0, 52, 126]",320
613,"[1, 60, 0]","[0, 60, 62]","[1, 52, 62]","[1, 629, 63]","[0, 52, 126]",320
614,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 629, 71]","[0, 52, 143]",320
615,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 629, 72]","[0, 52, 144]",320
616,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 629, 65]","[0, 52, 129]",320
617,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 64]","[0, 52, 127]",320
618,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 63]","[0, 52, 127]",320
619,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 661, 71]","[0, 52, 142]",320
620,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 111]",320
621,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 661, 55]","[0, 52, 110]",320
622,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 661, 63]","[0, 52, 127]",320
623,"[1, 60, 0]","[0, 60, 62]","[1, 52, 62]","[1, 661, 62]","[0, 52, 125]",320
624,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 110]",320
625,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 629, 72]","[0, 52, 144]",320
626,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 661, 63]","[0, 52, 126]",320
627,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 63]","[0, 52, 128]",320
628,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 63]","[0, 52, 127]",320
629,"[1, 60, 0]","[0, 60, 67]","[1, 52, 67]","[1, 629, 67]","[0, 52, 132]",320
630,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 570, 55]","[0, 52, 110]",320
631,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 597, 55]","[0, 52, 109]",320
632,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]",320
633,"[1, 60, 0]","[1, 52, 57]","[1, 597, 57]","[1, 52, 118]","[1, 52, 118]",320
634,"[1, 60, 0]","[0, 60, 54]","[1, 52, 55]","[1, 629, 55]","[0, 52, 109]",320
635,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 59]","[0, 52, 117]",320
636,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 629, 60]","[0, 52, 119]",320
637,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]",320
638,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 111]",320
639,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
640,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]",320
641,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 57]","[0, 52, 112]",320
642,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 111]",320
643,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 629, 57]","[0, 52, 114]",320
644,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 629, 60]","[0, 52, 119]",320
645,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 59]","[0, 52, 117]",320
646,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 661, 60]","[0, 52, 119]",320
647,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 661, 57]","[0, 52, 112]",320
648,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]",320
649,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 661, 60]","[0, 52, 119]",320
650,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]",320
651,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 56]","[0, 52, 111]",320
652,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 661, 60]","[0, 52, 119]",320
653,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
654,"[1, 60, 0]","[1, 52, 56]","[1, 597, 56]","[1, 52, 116]","[1, 116, 130]",320
655,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 629, 57]","[0, 52, 114]",320
656,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]",320
657,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 570, 60]","[0, 52, 119]",320
658,"[1, 60, 0]","[1, 52, 60]","[1, 570, 60]","[1, 52, 127]","[1, 52, 127]",320
659,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 661, 55]","[0, 52, 109]",320
660,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 661, 57]","[0, 52, 114]",320
661,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
662,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]",320
663,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]",320
664,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 661, 56]","[0, 52, 112]",320
665,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 661, 57]","[0, 52, 114]",320
666,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 629, 55]","[0, 52, 109]",320
667,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
668,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 661, 59]","[0, 52, 116]",320
669,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 114]",320
670,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]",320
671,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]",320
672,"[1, 60, 0]","[1, 52, 57]","[1, 661, 58]","[1, 52, 118]","[1, 52, 118]",320
673,"[1, 60, 0]","[1, 52, 57]","[1, 629, 57]","[1, 52, 121]","[1, 116, 125]",320
674,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 570, 59]","[0, 52, 118]",320
675,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 597, 55]","[0, 52, 109]",320
676,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 597, 59]","[0, 52, 117]",320
677,"[1, 60, 0]","[1, 52, 57]","[1, 570, 57]","[1, 52, 132]","[1, 116, 135]",320
678,"[1, 60, 0]","[1, 52, 57]","[1, 570, 58]","[1, 52, 120]","[1, 52, 120]",320
679,"[1, 60, 0]","[1, 52, 56]","[1, 661, 56]","[1, 52, 129]","[1, 116, 135]",320
680,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]",320
681,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]",320
682,"[1, 60, 0]","[1, 52, 58]","[1, 597, 58]","[1, 52, 133]","[1, 116, 134]",320
683,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 58]","[0, 52, 116]",320
684,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]",320
685,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 56]","[0, 52, 111]",320
686,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]",320
687,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]",320
688,"[1, 60, 0]","[0, 60, 55]","[1, 52, 56]","[1, 661, 56]","[0, 52, 111]",320
689,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 111]",320
690,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 110]",320
691,"[1, 60, 0]","[1, 52, 59]","[1, 597, 59]","[1, 52, 133]","[1, 116, 136]",320
692,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 570, 56]","[0, 52, 111]",320
693,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 597, 60]","[0, 52, 119]",320
694,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]",320
695,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 113]",320
696,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 57]","[0, 52, 113]",320
697,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]",320
698,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 629, 59]","[0, 52, 117]",320
699,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 60]","[0, 52, 119]",320
