,0,1,2,3,4,5,6,7,8,9,label
623,"[1, 60, 0]","[0, 60, 62]","[1, 52, 62]","[1, 661, 62]","[0, 52, 125]","[0, 1500, 129]","[1, 52, 129]","[0, 997, 129]","[1, 52, 129]","[1, 116, 131]",320
624,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 110]","[0, 1500, 114]","[1, 52, 114]","[0, 997, 115]","[1, 52, 115]","[1, 116, 132]",320
625,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 629, 72]","[0, 52, 144]","[0, 1500, 147]","[1, 52, 147]","[0, 998, 147]","[1, 52, 147]","[1, 116, 149]",320
626,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 661, 63]","[0, 52, 126]","[0, 2446, 130]","[1, 52, 130]","[1, 116, 132]","[1, 144, 132]","[1, 516, 132]",320
627,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 63]","[0, 52, 128]","[0, 2446, 135]","[1, 52, 135]","[1, 116, 137]","[1, 144, 137]","[1, 516, 137]",320
628,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 570, 63]","[0, 52, 127]","[0, 1500, 132]","[1, 52, 132]","[0, 998, 132]","[1, 52, 132]","[1, 116, 134]",320
629,"[1, 60, 0]","[0, 60, 67]","[1, 52, 67]","[1, 629, 67]","[0, 52, 132]","[0, 2446, 139]","[1, 52, 139]","[1, 116, 141]","[1, 144, 142]","[1, 516, 142]",320
630,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 570, 55]","[0, 52, 110]","[0, 1500, 121]","[1, 52, 121]","[0, 984, 121]","[1, 52, 121]","[1, 116, 123]",320
631,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 597, 55]","[0, 52, 109]","[0, 1500, 115]","[1, 52, 115]","[0, 984, 115]","[1, 52, 115]","[1, 116, 132]",320
632,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]","[0, 1500, 125]","[1, 52, 125]","[0, 986, 125]","[1, 52, 125]","[1, 116, 143]",320
633,"[1, 60, 0]","[1, 52, 57]","[1, 597, 57]","[1, 52, 118]","[1, 52, 118]","[1, 116, 120]","[1, 144, 120]","[1, 516, 120]","[1, 52, 176]","[1, 83, 176]",320
634,"[1, 60, 0]","[0, 60, 54]","[1, 52, 55]","[1, 629, 55]","[0, 52, 109]","[0, 1500, 117]","[1, 52, 117]","[0, 985, 117]","[1, 52, 117]","[1, 116, 122]",320
635,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 59]","[0, 52, 117]","[0, 1500, 123]","[1, 52, 123]","[0, 985, 123]","[1, 52, 123]","[1, 116, 124]",320
636,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 629, 60]","[0, 52, 119]","[0, 1500, 124]","[1, 52, 124]","[0, 985, 124]","[1, 52, 124]","[1, 116, 126]",320
637,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]","[0, 1500, 120]","[1, 52, 120]","[0, 985, 120]","[1, 52, 120]","[1, 116, 122]",320
638,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 111]","[0, 1500, 117]","[1, 52, 117]","[0, 984, 117]","[1, 52, 117]","[1, 116, 124]",320
639,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]","[0, 1500, 119]","[1, 52, 119]","[0, 986, 119]","[1, 52, 119]","[1, 116, 132]",320
640,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]","[0, 1500, 117]","[1, 52, 117]","[0, 986, 117]","[1, 52, 117]","[1, 116, 123]",320
641,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 57]","[0, 52, 112]","[0, 1500, 125]","[1, 52, 125]","[0, 985, 125]","[1, 52, 125]","[1, 116, 127]",320
642,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 111]","[0, 1500, 118]","[1, 52, 118]","[0, 985, 118]","[1, 52, 118]","[1, 116, 121]",320
643,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 629, 57]","[0, 52, 114]","[0, 1500, 118]","[1, 52, 118]","[0, 986, 118]","[1, 52, 118]","[1, 116, 120]",320
644,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 629, 60]","[0, 52, 119]","[0, 1500, 123]","[1, 52, 123]","[0, 985, 123]","[1, 52, 123]","[1, 116, 126]",320
645,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 59]","[0, 52, 117]","[0, 1500, 123]","[1, 52, 123]","[0, 985, 123]","[1, 52, 123]","[1, 116, 138]",320
646,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 661, 60]","[0, 52, 119]","[0, 1500, 126]","[1, 52, 126]","[0, 985, 126]","[1, 52, 126]","[1, 116, 127]",320
647,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 661, 57]","[0, 52, 112]","[0, 1500, 120]","[1, 52, 120]","[0, 984, 120]","[1, 52, 120]","[1, 116, 122]",320
648,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]","[0, 1500, 122]","[1, 52, 122]","[0, 985, 122]","[1, 52, 122]","[1, 116, 123]",320
649,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 661, 60]","[0, 52, 119]","[0, 1500, 127]","[1, 52, 127]","[0, 985, 127]","[1, 52, 127]","[1, 116, 144]",320
650,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]","[0, 1500, 118]","[1, 52, 118]","[0, 984, 118]","[1, 52, 118]","[1, 116, 123]",320
651,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 56]","[0, 52, 111]","[0, 1500, 117]","[1, 52, 117]","[0, 986, 117]","[1, 52, 117]","[1, 116, 129]",320
652,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 661, 60]","[0, 52, 119]","[0, 2433, 123]","[1, 52, 123]","[1, 116, 125]","[1, 144, 125]","[1, 516, 125]",320
653,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]","[0, 1500, 114]","[1, 52, 114]","[0, 985, 114]","[1, 52, 114]","[1, 116, 116]",320
654,"[1, 60, 0]","[1, 52, 56]","[1, 597, 56]","[1, 52, 116]","[1, 116, 130]","[1, 144, 130]","[1, 516, 130]","[1, 52, 185]","[1, 83, 185]","[1, 52, 200]",320
655,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 629, 57]","[0, 52, 114]","[0, 2433, 118]","[1, 52, 119]","[1, 116, 124]","[1, 144, 124]","[1, 516, 124]",320
656,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]","[0, 1500, 114]","[1, 52, 114]","[0, 984, 114]","[1, 52, 114]","[1, 116, 138]",320
657,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 570, 60]","[0, 52, 119]","[0, 1500, 123]","[1, 52, 123]","[0, 984, 123]","[1, 52, 123]","[1, 116, 125]",320
658,"[1, 60, 0]","[1, 52, 60]","[1, 570, 60]","[1, 52, 127]","[1, 52, 127]","[1, 116, 129]","[1, 144, 129]","[1, 516, 129]","[1, 83, 188]","[1, 52, 199]",320
659,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 661, 55]","[0, 52, 109]","[0, 1500, 112]","[1, 52, 112]","[0, 985, 113]","[1, 52, 113]","[1, 116, 124]",320
660,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 661, 57]","[0, 52, 114]","[0, 1500, 122]","[1, 52, 122]","[0, 986, 122]","[1, 52, 122]","[1, 116, 125]",320
661,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]","[0, 2434, 115]","[1, 52, 115]","[1, 116, 117]","[1, 144, 118]","[1, 516, 118]",320
662,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 59]","[0, 52, 117]","[0, 1500, 121]","[1, 52, 121]","[0, 985, 121]","[1, 52, 121]","[1, 116, 151]",320
663,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]","[0, 1500, 119]","[1, 52, 119]","[0, 985, 119]","[1, 52, 119]","[1, 116, 122]",320
664,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 661, 56]","[0, 52, 112]","[0, 1500, 119]","[1, 52, 119]","[0, 984, 119]","[1, 52, 119]","[1, 116, 122]",320
665,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 661, 57]","[0, 52, 114]","[0, 2433, 127]","[1, 52, 127]","[1, 116, 140]","[1, 144, 140]","[1, 516, 140]",320
666,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 629, 55]","[0, 52, 109]","[0, 1500, 118]","[1, 52, 118]","[0, 986, 118]","[1, 52, 118]","[1, 116, 120]",320
667,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]","[0, 1500, 115]","[1, 52, 115]","[0, 984, 115]","[1, 52, 115]","[1, 116, 117]",320
668,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 661, 59]","[0, 52, 116]","[0, 1500, 122]","[1, 52, 122]","[0, 985, 122]","[1, 52, 122]","[1, 116, 142]",320
669,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 114]","[0, 1500, 126]","[1, 52, 126]","[0, 984, 126]","[1, 52, 126]","[1, 116, 133]",320
670,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]","[0, 1500, 119]","[1, 52, 119]","[0, 985, 119]","[1, 52, 119]","[1, 116, 133]",320
671,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]","[0, 1500, 117]","[1, 52, 117]","[0, 984, 117]","[1, 52, 117]","[1, 116, 131]",320
672,"[1, 60, 0]","[1, 52, 57]","[1, 661, 58]","[1, 52, 118]","[1, 52, 118]","[1, 116, 121]","[1, 144, 121]","[1, 516, 121]","[1, 83, 177]","[1, 52, 178]",320
673,"[1, 60, 0]","[1, 52, 57]","[1, 629, 57]","[1, 52, 121]","[1, 116, 125]","[1, 144, 126]","[1, 516, 126]","[1, 83, 182]","[1, 52, 182]","[1, 52, 198]",320
674,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 570, 59]","[0, 52, 118]","[0, 1500, 122]","[1, 52, 122]","[0, 986, 122]","[1, 52, 122]","[1, 116, 128]",320
675,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 597, 55]","[0, 52, 109]","[0, 1500, 115]","[1, 52, 115]","[0, 985, 115]","[1, 52, 115]","[1, 116, 117]",320
676,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 597, 59]","[0, 52, 117]","[0, 1500, 121]","[1, 52, 121]","[0, 986, 121]","[1, 52, 121]","[1, 116, 137]",320
677,"[1, 60, 0]","[1, 52, 57]","[1, 570, 57]","[1, 52, 132]","[1, 116, 135]","[1, 144, 135]","[1, 516, 135]","[1, 83, 190]","[1, 52, 190]","[1, 52, 207]",320
678,"[1, 60, 0]","[1, 52, 57]","[1, 570, 58]","[1, 52, 120]","[1, 52, 120]","[1, 116, 122]","[1, 144, 122]","[1, 516, 122]","[1, 83, 179]","[1, 52, 179]",320
679,"[1, 60, 0]","[1, 52, 56]","[1, 661, 56]","[1, 52, 129]","[1, 116, 135]","[1, 144, 135]","[1, 516, 136]","[1, 83, 191]","[1, 52, 191]","[1, 52, 207]",320
680,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]","[0, 1500, 119]","[1, 52, 119]","[0, 985, 120]","[1, 52, 120]","[1, 116, 134]",320
681,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 109]","[0, 1500, 115]","[1, 52, 116]","[0, 985, 116]","[1, 52, 116]","[1, 116, 118]",320
682,"[1, 60, 0]","[1, 52, 58]","[1, 597, 58]","[1, 52, 133]","[1, 116, 134]","[1, 144, 134]","[1, 516, 134]","[1, 83, 190]","[1, 52, 190]","[1, 52, 205]",320
683,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 570, 58]","[0, 52, 116]","[0, 1500, 124]","[1, 52, 124]","[0, 985, 124]","[1, 52, 124]","[1, 116, 125]",320
684,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]","[0, 2434, 121]","[1, 52, 121]","[1, 116, 133]","[1, 144, 133]","[1, 516, 133]",320
685,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 56]","[0, 52, 111]","[0, 1500, 118]","[1, 52, 118]","[0, 986, 118]","[1, 52, 118]","[1, 116, 124]",320
686,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]","[0, 1500, 114]","[1, 52, 114]","[0, 986, 114]","[1, 52, 114]","[1, 116, 116]",320
687,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 597, 55]","[0, 52, 110]","[0, 1500, 117]","[1, 52, 117]","[0, 984, 117]","[1, 52, 117]","[1, 116, 119]",320
688,"[1, 60, 0]","[0, 60, 55]","[1, 52, 56]","[1, 661, 56]","[0, 52, 111]","[0, 1500, 116]","[1, 52, 116]","[0, 985, 116]","[1, 52, 116]","[1, 116, 117]",320
689,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 111]","[0, 1500, 118]","[1, 52, 118]","[0, 985, 118]","[1, 52, 118]","[1, 116, 134]",320
690,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 110]","[0, 1500, 114]","[1, 52, 114]","[0, 986, 114]","[1, 52, 114]","[1, 116, 125]",320
691,"[1, 60, 0]","[1, 52, 59]","[1, 597, 59]","[1, 52, 133]","[1, 116, 136]","[1, 144, 136]","[1, 516, 136]","[1, 83, 198]","[1, 52, 216]","[1, 172, 347]",320
692,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 570, 56]","[0, 52, 111]","[0, 1500, 119]","[1, 52, 119]","[0, 985, 119]","[1, 52, 119]","[1, 116, 121]",320
693,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 597, 60]","[0, 52, 119]","[0, 2433, 123]","[1, 52, 123]","[1, 116, 125]","[1, 144, 125]","[1, 516, 125]",320
694,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 570, 57]","[0, 52, 113]","[0, 1500, 117]","[1, 52, 117]","[0, 984, 117]","[1, 52, 117]","[1, 116, 119]",320
695,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 113]","[0, 2432, 118]","[1, 52, 118]","[1, 116, 122]","[1, 144, 122]","[1, 516, 122]",320
696,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 597, 57]","[0, 52, 113]","[0, 1500, 118]","[1, 52, 118]","[0, 986, 118]","[1, 52, 118]","[1, 116, 120]",320
697,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 110]","[0, 1500, 116]","[1, 52, 116]","[0, 985, 116]","[1, 52, 116]","[1, 116, 120]",320
698,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 629, 59]","[0, 52, 117]","[0, 1500, 127]","[1, 52, 127]","[0, 985, 127]","[1, 52, 127]","[1, 116, 140]",320
699,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 597, 60]","[0, 52, 119]","[0, 1500, 123]","[1, 52, 124]","[0, 985, 124]","[1, 52, 124]","[1, 116, 138]",320
700,"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 2026, 5]","[0, 52, 11]","[0, 1427, 17]","[1, 52, 17]","[1, 116, 20]","[1, 144, 20]","[1, 517, 21]",321
701,"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1851, 5]","[0, 52, 15]","[0, 3536, 21]","[1, 52, 21]","[1, 116, 23]","[1, 144, 23]","[1, 517, 24]",321
702,"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1787, 6]","[0, 52, 12]","[0, 3537, 20]","[1, 52, 20]","[1, 116, 22]","[1, 144, 22]","[1, 517, 23]",321
703,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 59]","[0, 52, 118]","[0, 3535, 128]","[1, 52, 128]","[1, 116, 130]","[1, 144, 131]","[1, 517, 131]",321
704,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1883, 58]","[0, 52, 116]","[0, 3537, 123]","[1, 52, 123]","[1, 116, 125]","[1, 144, 126]","[1, 517, 126]",321
705,"[1, 60, 0]","[0, 60, 70]","[1, 52, 70]","[1, 1819, 70]","[0, 52, 130]","[0, 3536, 143]","[1, 52, 143]","[1, 116, 146]","[1, 144, 147]","[1, 517, 150]",321
706,"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1883, 6]","[0, 52, 11]","[0, 52, 11]","[0, 3537, 20]","[1, 52, 20]","[1, 116, 23]","[1, 144, 23]",321
707,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1883, 59]","[0, 52, 121]","[0, 3536, 132]","[1, 52, 132]","[1, 116, 134]","[1, 144, 134]","[1, 517, 136]",321
708,"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1787, 6]","[0, 52, 12]","[0, 52, 12]","[0, 1500, 23]","[1, 52, 23]","[0, 2089, 23]","[1, 52, 23]",321
709,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1883, 59]","[0, 52, 124]","[0, 1500, 138]","[1, 52, 138]","[0, 2088, 139]","[1, 52, 139]","[1, 116, 141]",321
710,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1851, 56]","[0, 52, 111]","[0, 1500, 123]","[1, 52, 123]","[0, 2087, 123]","[1, 52, 123]","[1, 116, 132]",321
711,"[1, 60, 0]","[0, 60, 73]","[1, 52, 73]","[1, 1819, 73]","[0, 52, 147]","[0, 1500, 151]","[1, 52, 151]","[0, 2085, 151]","[1, 52, 151]","[1, 116, 153]",321
712,"[1, 60, 0]","[0, 60, 70]","[1, 52, 71]","[1, 1819, 71]","[0, 52, 141]","[0, 3534, 145]","[1, 52, 145]","[1, 116, 147]","[1, 144, 147]","[1, 516, 147]",321
713,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 1876, 73]","[0, 52, 146]","[0, 1500, 151]","[1, 52, 151]","[0, 2835, 151]","[1, 52, 151]","[1, 116, 155]",321
714,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 1876, 72]","[0, 52, 144]","[0, 52, 144]","[0, 4282, 146]","[1, 52, 146]","[1, 116, 153]","[1, 222, 153]",321
715,"[1, 60, 0]","[0, 60, 63]","[1, 52, 64]","[1, 1883, 64]","[0, 52, 127]","[0, 52, 127]","[0, 1500, 136]","[1, 52, 136]","[0, 2086, 136]","[1, 52, 136]",321
716,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 1851, 65]","[0, 52, 128]","[0, 3534, 133]","[1, 52, 133]","[1, 116, 135]","[1, 144, 135]","[1, 516, 136]",321
717,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1787, 64]","[0, 52, 128]","[0, 1500, 131]","[1, 52, 131]","[0, 2086, 132]","[1, 52, 132]","[1, 116, 137]",321
718,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]","[0, 1500, 116]","[1, 52, 116]","[0, 2834, 116]","[1, 52, 116]","[1, 116, 123]",321
719,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]","[0, 4283, 117]","[1, 52, 117]","[1, 116, 122]","[1, 222, 122]","[1, 415, 122]",321
720,"[1, 60, 0]","[0, 60, 70]","[1, 52, 70]","[1, 1787, 70]","[0, 52, 141]","[0, 1500, 145]","[1, 52, 145]","[0, 2086, 145]","[1, 52, 145]","[1, 116, 147]",321
721,"[1, 60, 0]","[0, 60, 75]","[1, 52, 75]","[1, 1883, 75]","[0, 52, 148]","[0, 1500, 151]","[1, 52, 151]","[0, 2086, 151]","[1, 52, 151]","[1, 116, 153]",321
722,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 1883, 72]","[0, 52, 146]","[0, 1500, 151]","[1, 52, 151]","[0, 1500, 152]","[0, 637, 152]","[1, 52, 152]",321
723,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 65]","[0, 52, 128]","[0, 1500, 130]","[1, 52, 130]","[0, 2835, 130]","[1, 52, 130]","[1, 116, 136]",321
724,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]","[0, 52, 114]","[0, 1500, 117]","[1, 52, 117]","[0, 2836, 117]","[1, 52, 117]",321
725,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 1819, 64]","[0, 52, 129]","[0, 1500, 133]","[1, 52, 134]","[0, 2086, 134]","[1, 52, 134]","[1, 116, 135]",321
726,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 1851, 65]","[0, 52, 128]","[0, 3533, 132]","[1, 52, 132]","[1, 116, 134]","[1, 144, 134]","[1, 516, 134]",321
727,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 57]","[0, 52, 113]","[0, 1500, 121]","[1, 52, 121]","[0, 2087, 121]","[1, 52, 121]","[1, 116, 127]",321
728,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 1876, 66]","[0, 52, 130]","[0, 1500, 131]","[1, 52, 131]","[0, 2835, 132]","[1, 52, 132]","[1, 116, 136]",321
729,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1819, 57]","[0, 52, 114]","[0, 1500, 119]","[1, 52, 119]","[0, 2086, 120]","[1, 52, 120]","[1, 116, 136]",321
730,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1851, 56]","[0, 52, 112]","[0, 1500, 118]","[1, 52, 118]","[0, 2073, 118]","[1, 52, 118]","[1, 116, 120]",321
731,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1883, 55]","[0, 52, 110]","[0, 1500, 114]","[1, 52, 114]","[0, 2073, 114]","[1, 52, 114]","[1, 116, 130]",321
732,"[1, 60, 0]","[0, 60, 61]","[1, 52, 61]","[1, 1883, 61]","[0, 52, 121]","[0, 1500, 126]","[1, 52, 126]","[0, 2072, 126]","[1, 52, 126]","[1, 116, 128]",321
733,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1851, 55]","[0, 52, 110]","[0, 1500, 116]","[1, 52, 116]","[0, 2072, 116]","[1, 52, 116]","[1, 116, 118]",321
734,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1787, 56]","[0, 52, 110]","[0, 52, 110]","[0, 1500, 115]","[1, 52, 115]","[0, 2073, 115]","[1, 52, 115]",321
735,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1851, 58]","[0, 52, 114]","[0, 1500, 119]","[1, 52, 119]","[0, 2073, 119]","[1, 52, 119]","[1, 116, 121]",321
736,"[1, 60, 0]","[1, 52, 58]","[1, 1819, 59]","[1, 431, 181]","[1, 52, 188]","[1, 116, 205]","[1, 144, 205]","[1, 516, 205]","[1, 83, 278]","[1, 52, 282]",321
737,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1883, 55]","[0, 52, 110]","[0, 52, 110]","[0, 1500, 115]","[1, 52, 115]","[0, 2073, 115]","[1, 52, 115]",321
738,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1883, 56]","[0, 52, 112]","[0, 1500, 117]","[1, 52, 117]","[0, 1500, 117]","[1, 52, 117]","[0, 625, 117]",321
739,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1851, 59]","[0, 52, 117]","[0, 1500, 126]","[1, 52, 126]","[0, 2074, 126]","[1, 52, 126]","[1, 116, 128]",321
740,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1819, 55]","[0, 52, 110]","[0, 1500, 114]","[1, 52, 114]","[0, 2073, 114]","[1, 52, 114]","[1, 116, 138]",321
741,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1787, 60]","[0, 52, 119]","[0, 1500, 124]","[1, 52, 124]","[0, 2074, 124]","[1, 52, 124]","[1, 116, 127]",321
742,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 59]","[0, 52, 118]","[0, 1500, 123]","[1, 52, 123]","[0, 2072, 123]","[1, 52, 123]","[1, 116, 134]",321
743,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1787, 58]","[0, 52, 114]","[0, 1500, 125]","[1, 52, 125]","[0, 1500, 125]","[1, 52, 125]","[0, 625, 126]",321
744,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1883, 57]","[0, 52, 113]","[0, 1500, 118]","[1, 52, 118]","[0, 2072, 118]","[1, 52, 118]","[1, 116, 119]",321
745,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1883, 55]","[0, 52, 111]","[0, 1500, 114]","[1, 52, 114]","[0, 2074, 114]","[1, 52, 114]","[1, 116, 122]",321
746,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 59]","[0, 52, 118]","[0, 3521, 129]","[1, 52, 129]","[1, 116, 136]","[1, 144, 136]","[1, 516, 136]",321
747,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1787, 58]","[0, 52, 116]","[0, 1500, 120]","[1, 52, 120]","[0, 1500, 120]","[1, 52, 120]","[0, 624, 120]",321
748,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1819, 55]","[0, 52, 109]","[0, 1500, 114]","[1, 52, 114]","[0, 2072, 114]","[1, 52, 114]","[1, 116, 117]",321
749,"[1, 60, 0]","[1, 52, 59]","[1, 1787, 59]","[1, 52, 126]","[1, 116, 128]","[1, 144, 129]","[1, 516, 129]","[1, 52, 186]","[1, 83, 186]","[1, 52, 187]",321
750,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 57]","[0, 52, 112]","[0, 1500, 117]","[1, 52, 117]","[0, 2073, 117]","[1, 52, 117]","[1, 116, 124]",321
751,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1851, 57]","[0, 52, 112]","[0, 3521, 120]","[1, 52, 120]","[1, 116, 135]","[1, 144, 135]","[1, 516, 135]",321
752,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1851, 55]","[0, 52, 110]","[0, 1500, 116]","[1, 52, 116]","[0, 2073, 116]","[1, 52, 116]","[1, 116, 118]",321
753,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 60]","[0, 52, 120]","[0, 3521, 125]","[1, 52, 125]","[1, 116, 127]","[1, 144, 127]","[1, 516, 127]",321
