,0,1,2,3,4,5,6,7,8,9,label
315,"[1, 140, 0]","[0, 20, 249]","[0, 182, 249]","[0, 354, 249]","[0, 51, 249]","[1, 20, 252]","[0, 51, 302]","[1, 32, 302]","[1, 133, 451]","[1, 1558, 451]",221
316,"[1, 20, 0]","[0, 140, 157]","[1, 20, 232]","[1, 182, 232]","[1, 353, 232]","[1, 51, 232]","[0, 20, 232]","[0, 133, 587]","[0, 1589, 588]","[0, 145, 593]",221
317,"[1, 133, 0]","[1, 1523, 0]","[1, 145, 26]","[0, 20, 221]","[0, 214, 221]","[0, 78, 221]","[0, 1380, 221]","[0, 51, 221]","[0, 1380, 221]","[0, 305, 221]",221
318,"[1, 32, 0]","[0, 32, 75]","[1, 20, 76]","[1, 1748, 77]","[0, 20, 155]","[0, 20, 156]","[0, 1380, 163]","[0, 1380, 164]","[0, 700, 164]","[1, 20, 164]",221
319,"[1, 20, 0]","[1, 182, 11]","[1, 354, 11]","[1, 51, 11]","[0, 20, 11]","[0, 133, 364]","[0, 1570, 364]","[0, 145, 368]","[1, 20, 516]","[1, 191, 520]",221
320,"[1, 133, 0]","[1, 1571, 0]","[1, 145, 2]","[0, 20, 87]","[0, 20, 90]","[0, 214, 100]","[0, 78, 123]","[0, 1380, 123]","[0, 51, 123]","[0, 1380, 123]",221
321,"[1, 20, 0]","[1, 101, 11]","[1, 1380, 12]","[1, 274, 12]","[1, 51, 12]","[1, 1380, 12]","[1, 51, 12]","[0, 32, 12]","[0, 32, 12]","[0, 32, 12]",221
322,"[1, 1380, 0]","[0, 32, 175]","[0, 20, 175]","[0, 1380, 175]","[0, 1380, 175]","[0, 700, 175]","[1, 20, 175]","[0, 32, 176]","[0, 700, 176]","[1, 32, 176]",221
323,"[1, 140, 0]","[1, 171, 64]","[0, 20, 151]","[0, 182, 151]","[0, 352, 151]","[0, 51, 151]","[0, 32, 151]","[1, 20, 152]","[1, 133, 446]","[1, 1573, 447]",221
324,"[1, 192, 0]","[1, 1380, 0]","[1, 51, 0]","[1, 1380, 0]","[1, 567, 0]","[1, 61, 0]","[1, 51, 0]","[0, 20, 0]","[1, 20, 93]","[0, 140, 266]",221
325,"[1, 182, 0]","[1, 353, 0]","[1, 51, 0]","[1, 20, 0]","[0, 20, 0]","[0, 133, 354]","[0, 1575, 354]","[0, 145, 363]","[1, 20, 486]","[1, 191, 498]",221
326,"[0, 40, 0]","[1, 160, 62]","[1, 153, 90]","[1, 165, 91]","[0, 40, 117]","[0, 202, 118]","[0, 354, 118]","[1, 40, 118]","[0, 71, 118]","[0, 40, 146]",221
327,"[0, 40, 0]","[1, 160, 64]","[1, 153, 90]","[1, 165, 91]","[0, 40, 118]","[0, 202, 120]","[0, 358, 120]","[1, 40, 120]","[0, 71, 120]","[0, 40, 145]",221
328,"[0, 40, 0]","[1, 160, 96]","[1, 153, 123]","[1, 165, 125]","[0, 40, 151]","[0, 202, 153]","[0, 355, 153]","[0, 71, 153]","[1, 40, 153]","[0, 40, 179]",221
329,"[0, 40, 0]","[1, 160, 99]","[1, 153, 129]","[1, 165, 130]","[0, 40, 153]","[0, 202, 155]","[0, 353, 155]","[0, 71, 155]","[1, 40, 155]","[0, 40, 183]",221
330,"[0, 40, 0]","[1, 160, 68]","[1, 153, 93]","[1, 165, 93]","[0, 40, 123]","[0, 203, 124]","[0, 354, 124]","[0, 71, 124]","[1, 40, 124]","[0, 40, 148]",221
331,"[0, 40, 0]","[1, 160, 39]","[1, 153, 68]","[1, 165, 68]","[0, 40, 103]","[0, 202, 106]","[0, 357, 106]","[1, 40, 106]","[0, 71, 106]","[0, 40, 132]",221
332,"[0, 40, 0]","[1, 160, 67]","[1, 153, 94]","[1, 165, 95]","[0, 40, 121]","[0, 202, 123]","[0, 357, 123]","[1, 40, 123]","[0, 71, 123]","[0, 40, 148]",221
333,"[0, 40, 0]","[1, 160, 63]","[1, 153, 91]","[1, 165, 93]","[0, 40, 118]","[0, 202, 120]","[0, 354, 120]","[0, 71, 120]","[1, 40, 120]","[0, 40, 146]",221
334,"[0, 40, 0]","[1, 160, 54]","[1, 153, 82]","[1, 165, 83]","[0, 40, 117]","[0, 179, 119]","[0, 354, 119]","[0, 71, 119]","[1, 40, 119]","[0, 40, 145]",221
335,"[0, 40, 0]","[1, 160, 40]","[1, 153, 64]","[1, 165, 65]","[0, 40, 103]","[0, 202, 105]","[0, 357, 105]","[0, 71, 105]","[1, 40, 105]","[0, 40, 128]",221
336,"[0, 40, 0]","[1, 160, 30]","[1, 153, 58]","[1, 165, 59]","[0, 40, 93]","[0, 202, 94]","[0, 352, 94]","[1, 40, 94]","[0, 71, 94]","[0, 40, 121]",221
337,"[1, 40, 0]","[0, 40, 38]","[1, 160, 97]","[1, 153, 126]","[1, 165, 127]","[0, 40, 151]","[0, 202, 156]","[0, 353, 156]","[0, 71, 156]","[1, 40, 156]",221
338,"[0, 40, 0]","[1, 160, 38]","[1, 153, 64]","[1, 165, 64]","[0, 40, 100]","[0, 202, 102]","[0, 357, 102]","[0, 71, 102]","[1, 40, 102]","[0, 40, 127]",221
339,"[0, 40, 0]","[1, 160, 112]","[1, 153, 141]","[1, 165, 141]","[0, 40, 168]","[0, 179, 170]","[0, 357, 170]","[0, 71, 170]","[1, 40, 170]","[0, 40, 197]",221
340,"[0, 40, 0]","[1, 160, 57]","[1, 153, 85]","[1, 165, 85]","[0, 40, 113]","[0, 179, 114]","[0, 354, 114]","[1, 40, 114]","[0, 71, 115]","[0, 40, 141]",221
341,"[0, 40, 0]","[1, 160, 72]","[1, 153, 100]","[1, 165, 100]","[0, 40, 127]","[0, 179, 128]","[0, 354, 128]","[0, 71, 128]","[1, 40, 128]","[0, 40, 155]",221
342,"[1, 52, 0]","[0, 52, 56]","[1, 40, 56]","[0, 40, 113]","[0, 40, 113]","[0, 1500, 116]","[0, 1500, 116]","[0, 522, 116]","[1, 40, 116]","[1, 104, 119]",221
343,"[1, 40, 0]","[0, 40, 34]","[1, 160, 90]","[1, 153, 117]","[1, 165, 117]","[0, 40, 144]","[0, 179, 146]","[0, 355, 146]","[0, 71, 146]","[1, 40, 146]",221
344,"[0, 1431, 0]","[0, 1431, 0]","[0, 484, 0]","[0, 81, 0]","[0, 71, 0]","[1, 40, 0]","[0, 40, 93]","[1, 160, 132]","[1, 153, 160]","[1, 165, 161]",221
345,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 85]","[0, 40, 114]","[0, 179, 115]","[0, 354, 115]","[1, 40, 115]","[0, 71, 115]","[0, 40, 140]",221
346,"[0, 40, 0]","[1, 160, 50]","[1, 153, 79]","[1, 165, 79]","[0, 40, 104]","[0, 179, 106]","[0, 354, 106]","[0, 71, 106]","[1, 40, 106]","[0, 40, 134]",221
347,"[1, 40, 0]","[0, 40, 34]","[1, 160, 92]","[1, 153, 118]","[1, 165, 119]","[0, 40, 145]","[0, 179, 146]","[0, 357, 146]","[1, 40, 146]","[0, 71, 147]",221
348,"[0, 40, 0]","[1, 160, 30]","[1, 153, 58]","[1, 165, 59]","[0, 40, 94]","[0, 179, 96]","[0, 355, 96]","[0, 71, 96]","[1, 40, 96]","[0, 40, 123]",221
349,"[0, 40, 0]","[1, 160, 61]","[1, 153, 88]","[1, 165, 89]","[0, 40, 116]","[0, 179, 118]","[0, 354, 118]","[1, 40, 118]","[0, 71, 118]","[0, 40, 144]",221
350,"[0, 552, 0]","[0, 71, 0]","[1, 40, 0]","[1, 71, 0]","[0, 212, 11]","[0, 1431, 11]","[1, 40, 11]","[0, 1500, 11]","[0, 425, 11]","[0, 112, 11]",221
351,"[0, 40, 0]","[1, 160, 63]","[1, 153, 89]","[1, 165, 90]","[0, 40, 117]","[0, 179, 119]","[0, 352, 119]","[1, 40, 119]","[0, 71, 119]","[0, 40, 143]",221
352,"[1, 40, 0]","[0, 40, 24]","[1, 160, 91]","[1, 153, 119]","[1, 165, 120]","[0, 40, 145]","[0, 179, 147]","[0, 357, 147]","[0, 71, 147]","[1, 40, 147]",221
353,"[0, 40, 0]","[1, 160, 63]","[1, 153, 93]","[1, 165, 94]","[0, 40, 116]","[0, 179, 119]","[0, 358, 119]","[0, 71, 119]","[1, 40, 119]","[0, 40, 147]",221
354,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 86]","[0, 40, 114]","[0, 179, 116]","[0, 353, 116]","[0, 71, 116]","[1, 40, 116]","[0, 40, 142]",221
355,"[0, 40, 0]","[1, 160, 54]","[1, 153, 81]","[1, 165, 81]","[0, 40, 109]","[0, 179, 111]","[0, 353, 111]","[0, 71, 111]","[1, 40, 111]","[0, 40, 136]",221
356,"[0, 40, 0]","[1, 160, 57]","[1, 153, 83]","[1, 165, 84]","[0, 40, 110]","[0, 179, 113]","[0, 354, 113]","[1, 40, 113]","[0, 71, 113]","[0, 40, 137]",221
357,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 86]","[0, 40, 114]","[0, 179, 116]","[0, 353, 116]","[0, 71, 116]","[1, 40, 116]","[0, 40, 142]",221
358,"[0, 40, 0]","[1, 160, 68]","[1, 153, 95]","[1, 165, 97]","[0, 40, 123]","[0, 179, 124]","[0, 354, 124]","[0, 71, 124]","[1, 40, 124]","[0, 40, 151]",221
359,"[0, 561, 0]","[1, 71, 0]","[0, 40, 1]","[1, 40, 1]","[0, 212, 14]","[0, 1431, 14]","[0, 1500, 14]","[0, 466, 14]","[1, 40, 14]","[0, 40, 96]",221
360,"[0, 40, 0]","[1, 160, 74]","[1, 153, 101]","[1, 165, 101]","[0, 40, 130]","[0, 179, 131]","[0, 354, 131]","[0, 71, 131]","[1, 40, 131]","[0, 40, 156]",221
361,"[0, 40, 0]","[1, 160, 63]","[1, 153, 95]","[1, 165, 95]","[0, 40, 119]","[0, 179, 120]","[0, 353, 120]","[0, 71, 120]","[1, 40, 120]","[0, 40, 151]",221
362,"[0, 552, 0]","[1, 71, 0]","[0, 71, 0]","[0, 40, 1]","[1, 40, 1]","[0, 212, 10]","[1, 40, 10]","[0, 1431, 10]","[0, 1500, 10]","[0, 425, 10]",221
363,"[0, 212, 0]","[0, 1431, 0]","[0, 1431, 0]","[0, 505, 0]","[0, 71, 0]","[1, 40, 0]","[0, 40, 92]","[1, 160, 168]","[1, 153, 196]","[1, 165, 196]",221
364,"[0, 40, 0]","[1, 160, 68]","[1, 153, 99]","[1, 165, 99]","[0, 40, 121]","[0, 179, 123]","[0, 358, 123]","[1, 40, 123]","[0, 71, 123]","[0, 40, 153]",221
365,"[0, 40, 0]","[1, 160, 63]","[1, 153, 93]","[1, 165, 94]","[0, 40, 126]","[0, 179, 128]","[0, 357, 128]","[0, 71, 128]","[1, 40, 128]","[0, 40, 155]",221
366,"[0, 40, 0]","[1, 160, 61]","[1, 153, 89]","[1, 165, 89]","[0, 40, 116]","[0, 179, 117]","[0, 357, 117]","[0, 71, 117]","[1, 40, 117]","[0, 40, 144]",221
367,"[0, 40, 0]","[1, 160, 102]","[1, 153, 131]","[1, 165, 131]","[0, 40, 156]","[0, 179, 158]","[0, 354, 158]","[0, 71, 158]","[1, 40, 158]","[0, 40, 186]",221
368,"[1, 40, 0]","[0, 40, 30]","[1, 160, 108]","[1, 153, 136]","[1, 165, 137]","[0, 40, 162]","[0, 179, 165]","[0, 353, 165]","[1, 40, 165]","[0, 71, 165]",221
369,"[0, 40, 0]","[1, 160, 57]","[1, 153, 83]","[1, 165, 84]","[0, 40, 112]","[0, 179, 114]","[0, 358, 114]","[0, 71, 114]","[1, 40, 114]","[0, 40, 139]",221
370,"[0, 40, 0]","[1, 160, 77]","[1, 153, 107]","[1, 165, 109]","[0, 40, 140]","[0, 179, 142]","[0, 355, 142]","[1, 40, 142]","[0, 71, 142]","[0, 40, 170]",221
371,"[0, 40, 0]","[1, 160, 53]","[1, 153, 82]","[1, 165, 82]","[0, 40, 108]","[0, 179, 111]","[0, 354, 111]","[0, 71, 111]","[1, 40, 111]","[0, 40, 137]",221
372,"[1, 40, 0]","[0, 40, 33]","[1, 160, 96]","[1, 153, 124]","[1, 165, 125]","[0, 40, 151]","[0, 179, 153]","[0, 356, 153]","[1, 40, 153]","[0, 71, 153]",221
373,"[0, 40, 0]","[1, 160, 31]","[1, 153, 58]","[1, 165, 59]","[0, 40, 94]","[0, 179, 96]","[0, 354, 96]","[0, 71, 96]","[1, 40, 96]","[0, 40, 122]",221
374,"[0, 40, 0]","[1, 160, 26]","[1, 153, 54]","[1, 165, 54]","[0, 40, 89]","[0, 179, 91]","[0, 358, 91]","[0, 71, 91]","[1, 40, 91]","[0, 40, 117]",221
375,"[0, 40, 0]","[1, 160, 28]","[1, 153, 61]","[1, 165, 63]","[0, 40, 92]","[0, 179, 93]","[0, 354, 93]","[0, 71, 93]","[1, 40, 93]","[0, 40, 125]",221
376,"[0, 40, 0]","[1, 160, 66]","[1, 153, 91]","[1, 165, 92]","[0, 40, 120]","[0, 179, 123]","[0, 357, 123]","[1, 40, 123]","[0, 71, 123]","[0, 40, 146]",221
377,"[0, 212, 0]","[0, 1431, 0]","[1, 40, 0]","[0, 1500, 0]","[0, 435, 0]","[0, 71, 0]","[1, 40, 0]","[0, 40, 93]","[1, 160, 118]","[1, 153, 145]",221
378,"[0, 40, 0]","[1, 160, 52]","[1, 153, 78]","[1, 165, 79]","[0, 40, 107]","[0, 179, 109]","[0, 355, 109]","[1, 40, 109]","[0, 71, 109]","[0, 40, 133]",221
379,"[0, 40, 0]","[1, 160, 73]","[1, 153, 99]","[1, 165, 100]","[0, 40, 137]","[0, 179, 139]","[0, 354, 139]","[0, 71, 139]","[1, 40, 139]","[0, 40, 164]",221
380,"[1, 52, 0]","[0, 52, 55]","[1, 40, 55]","[0, 40, 111]","[0, 1500, 114]","[0, 1500, 114]","[0, 521, 114]","[1, 40, 114]","[1, 104, 117]","[1, 132, 117]",221
381,"[0, 40, 0]","[1, 160, 62]","[1, 153, 88]","[1, 165, 89]","[0, 40, 116]","[0, 179, 119]","[0, 355, 119]","[1, 40, 119]","[0, 71, 119]","[0, 40, 144]",221
382,"[1, 40, 0]","[0, 40, 37]","[1, 160, 109]","[1, 153, 136]","[1, 165, 137]","[0, 40, 163]","[0, 179, 165]","[0, 353, 165]","[0, 71, 165]","[1, 40, 165]",221
383,"[0, 40, 0]","[1, 160, 62]","[1, 153, 91]","[1, 165, 91]","[0, 40, 116]","[0, 179, 118]","[0, 354, 118]","[1, 40, 118]","[0, 71, 118]","[0, 40, 145]",221
384,"[0, 40, 0]","[1, 160, 65]","[1, 153, 91]","[1, 165, 92]","[0, 40, 119]","[0, 179, 121]","[0, 357, 121]","[0, 71, 121]","[1, 40, 121]","[0, 40, 145]",221
385,"[0, 40, 0]","[1, 160, 65]","[1, 153, 93]","[1, 165, 94]","[0, 40, 119]","[0, 179, 121]","[0, 357, 121]","[0, 71, 121]","[1, 40, 121]","[0, 40, 148]",221
386,"[0, 40, 0]","[1, 160, 58]","[1, 153, 85]","[1, 165, 85]","[0, 40, 113]","[0, 179, 115]","[0, 353, 115]","[1, 40, 115]","[0, 71, 115]","[0, 40, 140]",221
387,"[0, 40, 0]","[1, 160, 65]","[1, 153, 92]","[1, 165, 92]","[0, 40, 118]","[0, 179, 120]","[0, 355, 120]","[0, 71, 120]","[1, 40, 120]","[0, 40, 146]",221
388,"[0, 212, 0]","[0, 1431, 0]","[1, 40, 0]","[0, 1431, 0]","[0, 504, 0]","[1, 40, 0]","[0, 71, 0]","[1, 40, 54]","[0, 40, 94]","[1, 160, 117]",221
389,"[0, 561, 0]","[1, 71, 1]","[0, 40, 1]","[1, 40, 1]","[0, 212, 8]","[0, 1431, 8]","[0, 1500, 8]","[0, 435, 8]","[0, 71, 8]","[1, 40, 8]",221
390,"[0, 40, 0]","[1, 160, 64]","[1, 153, 90]","[1, 165, 91]","[0, 40, 118]","[0, 179, 119]","[0, 354, 119]","[1, 40, 119]","[0, 71, 119]","[0, 40, 145]",221
391,"[0, 40, 0]","[1, 160, 63]","[1, 153, 92]","[1, 165, 93]","[0, 40, 118]","[0, 179, 120]","[0, 354, 120]","[1, 40, 120]","[0, 71, 120]","[0, 40, 149]",221
392,"[0, 40, 0]","[1, 160, 28]","[1, 153, 59]","[1, 165, 63]","[0, 40, 92]","[0, 179, 93]","[0, 354, 93]","[0, 71, 93]","[1, 40, 93]","[0, 40, 123]",221
393,"[0, 40, 0]","[1, 160, 67]","[1, 153, 93]","[1, 165, 94]","[0, 40, 122]","[0, 179, 125]","[0, 356, 125]","[0, 71, 125]","[1, 40, 125]","[0, 40, 150]",221
394,"[0, 40, 0]","[1, 160, 66]","[1, 153, 96]","[1, 165, 97]","[0, 40, 120]","[0, 179, 122]","[0, 354, 122]","[1, 40, 122]","[0, 71, 122]","[0, 40, 151]",221
395,"[0, 40, 0]","[1, 160, 68]","[1, 153, 97]","[1, 165, 98]","[0, 40, 123]","[0, 179, 125]","[0, 354, 125]","[0, 71, 125]","[1, 40, 125]","[0, 40, 152]",221
396,"[0, 40, 0]","[1, 160, 27]","[1, 153, 55]","[1, 165, 56]","[0, 40, 90]","[0, 179, 91]","[0, 353, 91]","[0, 71, 91]","[1, 40, 91]","[0, 40, 119]",221
397,"[0, 40, 0]","[1, 160, 71]","[1, 153, 97]","[1, 165, 97]","[0, 40, 125]","[0, 179, 126]","[0, 357, 126]","[1, 40, 126]","[0, 71, 126]","[0, 40, 151]",221
398,"[0, 40, 0]","[1, 160, 71]","[1, 153, 98]","[1, 165, 98]","[0, 40, 125]","[0, 179, 127]","[0, 353, 127]","[0, 71, 127]","[1, 40, 127]","[0, 40, 152]",221
399,"[1, 40, 0]","[0, 40, 41]","[1, 160, 135]","[1, 153, 163]","[1, 165, 165]","[0, 40, 190]","[0, 202, 192]","[0, 353, 192]","[0, 71, 192]","[1, 40, 192]",221
400,"[1, 60, 0]","[0, 60, 71]","[1, 52, 72]","[1, 725, 73]","[0, 52, 142]","[0, 1451, 158]","[0, 1451, 158]","[0, 478, 158]","[1, 52, 158]","[1, 116, 166]",310
401,"[1, 60, 0]","[1, 60, 1055]","[0, 60, 1279]","[1, 52, 1279]","[1, 725, 1284]","[0, 1451, 2989]","[1, 52, 2989]","[0, 1451, 3062]","[0, 477, 3062]","[1, 52, 3062]",310
402,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 725, 66]","[1, 725, 336]","[1, 725, 616]","[0, 1451, 920]","[0, 64, 920]","[1, 52, 920]","[0, 1451, 982]",310
403,"[1, 118, 0]","[0, 133, 371]","[0, 1443, 371]","[0, 546, 371]","[0, 1443, 371]","[1, 52, 372]","[1, 52, 372]","[1, 64, 372]","[1, 52, 372]","[1, 126, 473]",310
404,"[1, 118, 0]","[0, 124, 502]","[1, 64, 502]","[0, 133, 1699]","[1, 64, 1699]","[0, 1443, 1949]","[0, 1451, 1949]","[1, 64, 1949]","[1, 64, 1949]","[0, 467, 1949]",310
405,"[1, 60, 0]","[0, 60, 15]","[1, 52, 16]","[1, 725, 16]","[0, 52, 69]","[0, 1451, 69]","[0, 1451, 69]","[0, 476, 69]","[0, 476, 69]","[1, 52, 70]",310
406,"[1, 118, 0]","[1, 118, 254]","[1, 118, 514]","[0, 52, 569]","[0, 133, 571]","[0, 1443, 571]","[0, 1443, 571]","[0, 484, 571]","[0, 83, 571]","[1, 52, 571]",310
407,"[1, 118, 0]","[0, 52, 11]","[0, 133, 20]","[1, 52, 20]","[0, 1443, 21]","[0, 1451, 21]","[0, 467, 21]","[0, 93, 21]","[0, 83, 21]","[1, 52, 21]",310
408,"[1, 118, 0]","[0, 52, 55]","[0, 133, 61]","[0, 1451, 61]","[0, 1451, 61]","[0, 414, 61]","[0, 124, 61]","[1, 52, 61]","[1, 52, 61]","[1, 52, 61]",310
409,"[1, 118, 0]","[0, 133, 64]","[0, 1451, 64]","[0, 1451, 64]","[0, 413, 64]","[0, 124, 64]","[1, 52, 64]","[1, 52, 64]","[1, 52, 64]","[1, 126, 126]",310
410,"[1, 60, 0]","[0, 60, 127]","[1, 52, 127]","[1, 725, 127]","[0, 52, 190]","[0, 1500, 196]","[1, 52, 196]","[0, 1823, 197]","[1, 52, 197]","[1, 116, 202]",310
411,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 725, 56]","[0, 52, 111]","[0, 1500, 117]","[1, 52, 117]","[0, 1822, 118]","[1, 52, 118]","[1, 116, 122]",310
412,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 654, 64]","[0, 52, 127]","[0, 1500, 130]","[1, 52, 130]","[0, 1746, 130]","[1, 52, 130]","[1, 116, 140]",310
413,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 725, 73]","[0, 52, 145]","[0, 1500, 148]","[1, 52, 148]","[0, 1822, 149]","[1, 52, 149]","[1, 116, 153]",310
414,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 725, 60]","[0, 52, 115]","[0, 1500, 119]","[1, 52, 119]","[0, 1822, 119]","[1, 52, 119]","[1, 116, 123]",310
415,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 725, 65]","[0, 52, 129]","[0, 1500, 131]","[1, 52, 131]","[0, 1821, 131]","[1, 52, 131]","[1, 116, 135]",310
416,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 725, 64]","[0, 52, 127]","[0, 1500, 129]","[1, 52, 129]","[0, 1822, 129]","[1, 52, 129]","[1, 116, 133]",310
417,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 725, 65]","[0, 52, 128]","[0, 1500, 130]","[1, 52, 130]","[0, 1822, 130]","[1, 52, 130]","[1, 116, 136]",310
418,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 725, 57]","[0, 52, 111]","[0, 1500, 117]","[1, 52, 117]","[0, 1823, 117]","[1, 52, 117]","[1, 116, 121]",310
419,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 654, 64]","[0, 52, 128]","[0, 1500, 130]","[1, 52, 130]","[0, 1747, 130]","[1, 52, 130]","[1, 116, 136]",310
420,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 654, 65]","[0, 52, 129]","[0, 1500, 134]","[1, 52, 134]","[0, 1746, 134]","[1, 52, 134]","[1, 116, 138]",310
421,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 725, 55]","[0, 52, 110]","[0, 3271, 118]","[1, 52, 118]","[1, 116, 122]","[1, 222, 122]","[1, 415, 122]",310
422,"[1, 60, 0]","[0, 60, 75]","[1, 52, 75]","[1, 654, 76]","[0, 52, 150]","[0, 1500, 154]","[1, 52, 154]","[0, 1747, 155]","[1, 52, 155]","[1, 116, 160]",310
423,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 654, 72]","[0, 52, 142]","[0, 1500, 147]","[1, 52, 147]","[0, 1747, 147]","[1, 52, 147]","[1, 116, 151]",310
424,"[1, 60, 0]","[0, 60, 62]","[1, 52, 62]","[1, 654, 63]","[0, 52, 126]","[0, 1500, 131]","[1, 52, 131]","[0, 1748, 131]","[1, 52, 131]","[1, 116, 135]",310
425,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]","[0, 1500, 114]","[1, 52, 114]","[0, 1747, 114]","[1, 52, 114]","[1, 116, 120]",310
426,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 654, 72]","[0, 52, 143]","[0, 1500, 149]","[1, 52, 149]","[0, 1747, 149]","[1, 52, 149]","[1, 116, 155]",310
427,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 654, 66]","[0, 52, 130]","[0, 1500, 132]","[1, 52, 132]","[0, 1748, 132]","[1, 52, 132]","[1, 116, 136]",310
428,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 654, 66]","[0, 52, 131]","[0, 1500, 133]","[1, 52, 133]","[0, 1748, 133]","[1, 52, 133]","[1, 116, 139]",310
429,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 57]","[0, 52, 112]","[0, 1500, 114]","[1, 52, 114]","[0, 1747, 115]","[1, 52, 115]","[1, 116, 122]",310
430,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 725, 56]","[0, 52, 111]","[0, 1500, 116]","[1, 52, 116]","[0, 1827, 116]","[1, 52, 116]","[1, 116, 124]",310
431,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]","[0, 1500, 117]","[1, 52, 117]","[0, 1752, 117]","[1, 52, 117]","[1, 116, 134]",310
432,"[1, 60, 0]","[1, 52, 57]","[1, 654, 58]","[1, 52, 119]","[1, 116, 133]","[1, 222, 134]","[1, 415, 134]","[1, 83, 190]","[1, 52, 203]","[1, 52, 204]",310
433,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 112]","[0, 1500, 115]","[1, 52, 115]","[0, 1500, 115]","[1, 52, 115]","[0, 305, 116]",310
434,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]","[0, 1500, 114]","[1, 52, 114]","[0, 1754, 114]","[1, 52, 114]","[1, 116, 127]",310
435,"[1, 60, 0]","[1, 52, 54]","[1, 654, 55]","[1, 52, 115]","[1, 52, 116]","[1, 52, 116]","[1, 116, 127]","[1, 222, 127]","[1, 415, 127]","[1, 83, 182]",310
436,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 654, 55]","[0, 52, 110]","[0, 1500, 114]","[1, 52, 114]","[0, 1752, 114]","[1, 52, 114]","[1, 116, 126]",310
437,"[1, 60, 0]","[1, 52, 56]","[1, 654, 57]","[1, 52, 118]","[1, 52, 119]","[1, 116, 125]","[1, 222, 125]","[1, 415, 125]","[1, 83, 182]","[1, 52, 182]",310
438,"[1, 60, 0]","[1, 52, 56]","[1, 654, 56]","[1, 52, 117]","[1, 116, 134]","[1, 222, 134]","[1, 415, 134]","[1, 83, 189]","[1, 52, 190]","[1, 52, 205]",310
439,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 55]","[0, 52, 109]","[0, 1500, 114]","[1, 52, 114]","[0, 1754, 114]","[1, 52, 114]","[1, 116, 127]",310
440,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 112]","[0, 1500, 117]","[1, 52, 117]","[0, 1753, 117]","[1, 52, 117]","[1, 116, 127]",310
441,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 112]","[0, 1500, 119]","[1, 52, 119]","[0, 1753, 119]","[1, 52, 119]","[1, 116, 136]",310
442,"[1, 60, 0]","[1, 52, 56]","[1, 654, 57]","[1, 52, 118]","[1, 52, 119]","[1, 52, 119]","[1, 116, 131]","[1, 222, 131]","[1, 415, 131]","[1, 83, 187]",310
443,"[1, 60, 0]","[1, 52, 55]","[1, 654, 55]","[1, 52, 114]","[1, 52, 114]","[1, 116, 127]","[1, 222, 128]","[1, 415, 128]","[1, 83, 182]","[1, 52, 182]",310
444,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 111]","[0, 1500, 117]","[1, 52, 117]","[0, 1753, 118]","[1, 52, 118]","[1, 116, 126]",310
445,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 654, 55]","[0, 52, 110]","[0, 1500, 110]","[1, 52, 110]","[0, 1500, 111]","[1, 52, 111]","[0, 304, 111]",310
